Journal name,Created at,Gender,Demographics,Comment count,Comment quality,Editor experience,Professional status,Verdict,Second verdict,Response time,Time from acceptance to publication,Date of acceptance,Blurb
Australasian Journal of Philosophy,2009-09-07 04:00:00 UTC,Male,,1,4,4,Non-tenure track faculty,Rejection,,4.3,,,
Australasian Journal of Philosophy,2009-09-07 04:00:00 UTC,Male,,2,5,4,Non-tenure track faculty,Rejection,,2.0,,,
Analysis,2009-09-07 04:00:00 UTC,Male,,,,5,Non-tenure track faculty,Rejection,,0.25,,,
Analysis,2009-09-07 04:00:00 UTC,Male,,,,5,Non-tenure track faculty,Rejection,,0.25,,,
Analysis,2009-09-07 04:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,0.35,,,
Erkenntnis,2009-09-07 04:00:00 UTC,Male,,2,4,3,Non-tenure track faculty,Rejection,,4.0,,,
Philosophical Quarterly,2009-09-07 04:00:00 UTC,Male,,2,5,5,Non-tenure track faculty,Rejection,,2.0,,,
Philosophical Papers,2009-09-07 04:00:00 UTC,Male,,2,4,4,Non-tenure track faculty,Rejection,,3.5,,,
Philosophical Studies,2009-09-07 04:00:00 UTC,Male,,1,4,4,Non-tenure track faculty,Rejection,,2.0,,,
Philosophical Studies,2009-09-07 04:00:00 UTC,Male,,,,5,Non-tenure track faculty,Rejection,,0.5,,,
Philosophical Studies,2009-09-07 04:00:00 UTC,Male,,,,3,Non-tenure track faculty,Withdraw,,2.0,,,
Philosophy and Phenomenological Research,2009-09-07 04:00:00 UTC,Male,,,,,Non-tenure track faculty,Rejection,,,,,
Ratio,2009-09-07 04:00:00 UTC,Male,,,1,3,Non-tenure track faculty,Rejection,,2.5,,,
Southern Journal of Philosophy,2009-09-07 04:00:00 UTC,Male,,,,3,Non-tenure track faculty,Rejection,,,,,
Canadian Journal of Philosophy,2009-09-07 04:00:00 UTC,Male,,1,4,4,Non-tenure track faculty,Rejection,,2.0,,,
Dialectica,2009-09-07 04:00:00 UTC,Male,,2,4,4,Tenure track faculty,Rejection,,,,,
Dialectica,2009-09-07 04:00:00 UTC,Male,,2,4,4,Non-tenure track faculty,Rejection,,4.5,,,
Southern Journal of Philosophy,2009-09-05 04:00:00 UTC,Female,,1,1,5,Non-tenure track faculty,Rejection,,2.0,,,
Ethics,2009-09-04 04:00:00 UTC,,,1,5,5,Tenure track faculty,Rejection,,0.25,,,
Philosophy and Phenomenological Research,2009-09-03 04:00:00 UTC,Male,,1,5,5,Tenure track faculty,Revise and resubmit,Acceptance,3.0,,,
Philosophical Studies,2009-09-03 04:00:00 UTC,Male,,,,,Tenure track faculty,Rejection,,7.0,,,
Philosophical Studies,2009-09-03 04:00:00 UTC,Male,,1,3,,Graduate student,Rejection,,6.0,,,
Analysis,2009-09-02 04:00:00 UTC,Male,White,,,4,Tenured faculty,Acceptance,,0.5,,,
Philosophical Quarterly,2009-09-02 04:00:00 UTC,Male,White,,,,Graduate student,Rejection,,1.0,,,
Ethics,2009-08-31 04:00:00 UTC,Male,,,,3,Non-tenure track faculty,Rejection,,1.0,,,
Philosophical Psychology,2009-08-31 04:00:00 UTC,Male,Asian,2,5,5,Tenure track faculty,Rejection,,3.0,,,
Utilitas,2009-08-31 04:00:00 UTC,Male,,2,4,3,Non-tenure track faculty,Revise and resubmit,Acceptance,8.0,10.0,,
Australasian Journal of Philosophy,2009-08-28 04:00:00 UTC,Male,,1,5,5,Tenure track faculty,Revise and resubmit,Rejection,4.0,,,
Analysis,2009-08-28 04:00:00 UTC,Male,,,,5,Tenure track faculty,Rejection,,1.0,,,
Analysis,2009-08-28 04:00:00 UTC,Male,,,,5,Tenure track faculty,Rejection,,1.0,,,
Ethics,2009-08-28 04:00:00 UTC,Male,,,,4,Tenure track faculty,Rejection,,2.0,,,
Journal of Philosophical Research,2009-08-28 04:00:00 UTC,Male,,2,5,5,Tenure track faculty,Conditional acceptance,Acceptance,3.0,,,
Journal of the History of Philosophy,2009-08-28 04:00:00 UTC,Male,,,,4,Graduate student,Rejection,,2.0,,,
Pacific Philosophical Quarterly,2009-08-28 04:00:00 UTC,Male,,,,4,Tenure track faculty,Rejection,,3.0,,,
Philosophical Explorations,2009-08-28 04:00:00 UTC,Male,,1,5,5,Tenure track faculty,Acceptance,,2.5,,,
Philosophical Studies,2009-08-28 04:00:00 UTC,Male,,1,5,5,Tenure track faculty,Acceptance,,2.5,13.0,,
Philosophy and Phenomenological Research,2009-08-28 04:00:00 UTC,Male,,,,4,Tenure track faculty,Rejection,,2.5,,,
Ratio,2009-08-28 04:00:00 UTC,Male,,1,1,4,Tenure track faculty,Rejection,,2.0,,,
Utilitas,2009-08-28 04:00:00 UTC,Male,,,,2,Tenure track faculty,Acceptance,,7.0,,,
Australasian Journal of Philosophy,2009-08-27 04:00:00 UTC,,,1,4,5,Graduate student,Rejection,,4.0,,,
Inquiry,2009-08-27 04:00:00 UTC,,,2,1,4,Non-tenure track faculty,Rejection,,3.0,,,
Logic and Logical Philosophy,2009-08-27 04:00:00 UTC,,,1,1,1,Graduate student,Rejection,,3.0,,,
Philosophers’ Imprint,2009-08-27 04:00:00 UTC,Male,White,,,5,Tenure track faculty,Rejection,,0.75,,,
Australasian Journal of Philosophy,2009-08-26 04:00:00 UTC,,,1,1,5,Tenure track faculty,Rejection,,0.75,,,
Analysis,2009-08-26 04:00:00 UTC,Male,White,,,3,Tenure track faculty,Rejection,,0.5,,,
Faith and Philosophy,2009-08-26 04:00:00 UTC,Male,White,2,3,5,Tenure track faculty,Rejection,,3.0,,,
Journal of Ethics & Social Philosophy,2009-08-26 04:00:00 UTC,,,1,4,5,Tenure track faculty,Rejection,,0.5,,,
Mind and Language,2009-08-26 04:00:00 UTC,Male,,2,4,5,Tenured faculty,Revise and resubmit,Acceptance,9.0,,,
Philosophical Quarterly,2009-08-26 04:00:00 UTC,Male,White,,,2,Tenure track faculty,Rejection,,6.0,,,
Philosophy and Public Affairs,2009-08-26 04:00:00 UTC,,,,,4,Tenured faculty,Rejection,,2.0,,,
Religious Studies,2009-08-26 04:00:00 UTC,Male,White,1,4,5,Tenure track faculty,Revise and resubmit,Acceptance,2.0,,,
Synthese,2009-08-26 04:00:00 UTC,Male,White,1,3,4,Tenure track faculty,Rejection,,3.0,,,
Synthese,2009-08-26 04:00:00 UTC,,,,,1,Other,Rejection,,0.25,,,
Philosophical Quarterly,2009-08-25 04:00:00 UTC,Male,White,1,1,4,Tenure track faculty,Rejection,,4.0,,,
Philosophical Quarterly,2009-08-25 04:00:00 UTC,Male,,,,,Non-tenure track faculty,Rejection,,0.6,,,
Philosophy and Phenomenological Research,2009-08-25 04:00:00 UTC,Male,,1,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,3.0,,,
Journal of the History of Philosophy,2009-08-24 04:00:00 UTC,Male,,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.0,14.0,,
Synthese,2009-08-24 04:00:00 UTC,Male,Asian,2,,5,Graduate student,Revise and resubmit,Acceptance,4.0,5.0,,
Philosophical Review,2009-08-23 04:00:00 UTC,Male,,,,5,Tenured faculty,Rejection,,11.0,,,
Apeiron,2009-08-21 04:00:00 UTC,,,1,1,3,Graduate student,Rejection,,12.0,,,
Mind,2009-08-21 04:00:00 UTC,Male,White,2,1,1,Other,Rejection,,9.0,,,
Philosophical Studies,2009-08-21 04:00:00 UTC,Female,,1,4,4,Tenure track faculty,Rejection,,3.0,,,
Philosophy and Public Affairs,2009-08-20 04:00:00 UTC,Female,,,,5,Tenure track faculty,Rejection,,1.0,,,
Australasian Journal of Philosophy,2009-08-19 04:00:00 UTC,Male,Asian,2,4,4,Graduate student,Revise and resubmit,Rejection,3.75,,,
Analysis,2009-08-18 04:00:00 UTC,Male,,,,4,Graduate student,Acceptance,,1.63,,,
Analysis,2009-08-18 04:00:00 UTC,Male,White,,,4,Tenure track faculty,Rejection,,0.65,,,
Erkenntnis,2009-08-18 04:00:00 UTC,Male,White,2,5,2,Tenure track faculty,Conditional acceptance,,6.5,,,
Nous,2009-08-18 04:00:00 UTC,,,1,3,4,Tenure track faculty,Rejection,,3.0,,,
Pacific Philosophical Quarterly,2009-08-18 04:00:00 UTC,,,1,3,3,Tenure track faculty,Rejection,,8.0,,,
Philosophical Quarterly,2009-08-18 04:00:00 UTC,,,,,3,Tenure track faculty,Rejection,,0.25,,,
Philosophical Quarterly,2009-08-18 04:00:00 UTC,Male,White,1,4,5,Tenure track faculty,Revise and resubmit,Acceptance,1.0,,,
Philosophical Quarterly,2009-08-18 04:00:00 UTC,Male,White,2,5,5,Tenure track faculty,Rejection,,2.0,,,
Philosophical Studies,2009-08-18 04:00:00 UTC,,,1,4,5,Tenure track faculty,Acceptance,,2.0,5.0,,
Philosophy of Science,2009-08-18 04:00:00 UTC,Male,,2,4,4,Graduate student,Revise and resubmit,Acceptance,8.0,16.0,,
Ratio,2009-08-18 04:00:00 UTC,,,1,3,4,Tenure track faculty,Rejection,,4.0,,,
Analysis,2009-08-17 04:00:00 UTC,Male,,,,3,Graduate student,Rejection,,0.4,,,
Analysis,2009-08-17 04:00:00 UTC,Male,,,,3,Non-tenure track faculty,Rejection,,0.5,,,
Analysis,2009-08-17 04:00:00 UTC,Male,,,,5,Non-tenure track faculty,Rejection,,0.25,,,
Analysis,2009-08-17 04:00:00 UTC,Male,,,,5,Tenure track faculty,Rejection,,0.25,,,
Biology and Philosophy,2009-08-17 04:00:00 UTC,Female,mixed asian-caucasian,1,5,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.5,12.0,,
Logique et Analyse,2009-08-17 04:00:00 UTC,Female,mixed asian-caucasian,1,,3,Non-tenure track faculty,Conditional acceptance,,2.0,,,
Philosophical Quarterly,2009-08-17 04:00:00 UTC,Male,,,,4,Graduate student,Rejection,,3.0,,,
Philosophy of Science,2009-08-16 04:00:00 UTC,Male,,,,2,Tenured faculty,Acceptance,,12.0,,,
Social Theory and Practice,2009-08-16 04:00:00 UTC,Male,,2,4,4,Non-tenure track faculty,Revise and resubmit,,2.5,,,
Erkenntnis,2009-08-16 04:00:00 UTC,Male,,2,2,3,Tenured faculty,Revise and resubmit,Acceptance,14.0,3.0,,
Philosophers’ Imprint,2009-08-16 04:00:00 UTC,Male,White,2,4,4,Tenure track faculty,Acceptance,,3.0,9.0,,
Ethics,2009-08-15 04:00:00 UTC,Male,,2,2,3,Graduate student,Rejection,,4.0,,,
Inquiry,2009-08-15 04:00:00 UTC,Female,,2,4,4,Tenure track faculty,Rejection,,4.0,,,
Journal of Philosophy,2009-08-15 04:00:00 UTC,Male,,,,3,Tenure track faculty,Acceptance,,14.0,5.0,,
Nous,2009-08-15 04:00:00 UTC,Female,,,,3,Tenure track faculty,Rejection,,3.0,,,
Pacific Philosophical Quarterly,2009-08-15 04:00:00 UTC,Male,White,,,3,Tenure track faculty,Withdraw,,12.0,,,
Studies in History and Philosophy of Science Part A,2009-08-15 04:00:00 UTC,Female,,2,5,5,Tenure track faculty,Conditional acceptance,Acceptance,9.0,,,
Dialectica,2009-08-15 04:00:00 UTC,Female,,1,1,4,Tenure track faculty,Rejection,,3.0,,,
British Journal for the History of Philosophy,2009-08-14 04:00:00 UTC,Female,White,1,3,3,Tenure track faculty,Revise and resubmit,Acceptance,3.0,,,
Journal of Moral Philosophy,2009-08-14 04:00:00 UTC,Male,,,,3,Graduate student,Rejection,,0.5,,,
Journal of Philosophy,2009-08-14 04:00:00 UTC,Male,,1,1,1,Tenured faculty,Rejection,,19.0,,,
Journal of Political Philosophy,2009-08-14 04:00:00 UTC,Male,White,2,2,5,Tenure track faculty,Conditional acceptance,Acceptance,3.0,13.0,,
Journal of the History of Philosophy,2009-08-14 04:00:00 UTC,,,,,4,Other,Rejection,,1.0,,,
Philosophy and Public Affairs,2009-08-14 04:00:00 UTC,Male,White,3,5,5,Tenure track faculty,Conditional acceptance,Acceptance,3.0,5.0,,
Philosophy and Public Affairs,2009-08-14 04:00:00 UTC,Male,White,,,,Tenure track faculty,Rejection,,1.0,,,
Philosophy East and West,2009-08-14 04:00:00 UTC,Male,,2,4,5,Tenure track faculty,Revise and resubmit,Acceptance,9.0,18.0,,
Studies in History and Philosophy of Science Part A,2009-08-14 04:00:00 UTC,Male,,1,5,5,Graduate student,Revise and resubmit,Acceptance,9.0,,,
Continental Philosophy Review,2009-08-14 04:00:00 UTC,,,,,1,Other,Rejection,,4.5,,,
American Philosophical Quarterly,2009-08-13 04:00:00 UTC,Female,,1,3,5,Non-tenure track faculty,Revise and resubmit,Acceptance,0.3,5.0,,
Apeiron,2009-08-13 04:00:00 UTC,,,1,5,4,Tenure track faculty,Acceptance,,3.0,10.0,,
Australasian Journal of Philosophy,2009-08-13 04:00:00 UTC,Male,,3,5,4,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,15.0,,
Australasian Journal of Philosophy,2009-08-13 04:00:00 UTC,Male,,1,3,5,Tenured faculty,Revise and resubmit,Withdraw,0.25,,,
Australasian Journal of Philosophy,2009-08-13 04:00:00 UTC,Male,,1,1,5,Tenured faculty,Rejection,,0.25,,,
Analysis,2009-08-13 04:00:00 UTC,Female,,,,4,Non-tenure track faculty,Rejection,,0.5,,,
Analysis,2009-08-13 04:00:00 UTC,Male,Hispanic/Latina/Latino,,,,Tenured faculty,Rejection,,0.7,,,
British Journal for the History of Philosophy,2009-08-13 04:00:00 UTC,Male,,2,3,5,Tenure track faculty,Acceptance,,1.0,12.0,,
Faith and Philosophy,2009-08-13 04:00:00 UTC,,,0,,3,Non-tenure track faculty,Rejection,,1.0,,,
Journal of Aesthetics and Art Criticism,2009-08-13 04:00:00 UTC,Female,,1,4,3,Tenure track faculty,Rejection,,3.0,,,
Journal of Ethics & Social Philosophy,2009-08-13 04:00:00 UTC,Female,,,,,Tenure track faculty,Rejection,,0.25,,,
Journal of Philosophical Research,2009-08-13 04:00:00 UTC,Male,,2,5,5,Tenure track faculty,Revise and resubmit,,4.0,,,
Journal of Political Philosophy,2009-08-13 04:00:00 UTC,Male,,,3,4,Tenure track faculty,Rejection,,0.1,,,
Journal of Political Philosophy,2009-08-13 04:00:00 UTC,,,,,,Tenure track faculty,Rejection,,0.25,,,
Journal of Social Philosophy,2009-08-13 04:00:00 UTC,Male,,2,2,2,Graduate student,Revise and resubmit,Withdraw,10.0,,,
Journal of Social Philosophy,2009-08-13 04:00:00 UTC,,,,,1,Non-tenure track faculty,Rejection,,0.5,,,
Law and Philosophy,2009-08-13 04:00:00 UTC,Male,,1,1,1,Tenured faculty,Rejection,,7.0,,,
Monist,2009-08-13 04:00:00 UTC,Male,,0,,5,Tenure track faculty,Rejection,,,,,
Nous,2009-08-13 04:00:00 UTC,Male,,2,4,4,Tenured faculty,Conditional acceptance,Acceptance,75.0,,,
Oxford Studies in Ancient Philosophy,2009-08-13 04:00:00 UTC,Male,,1,5,5,Tenure track faculty,Acceptance,,2.0,6.0,,
Philo,2009-08-13 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,3.0,,,
Philosophical Quarterly,2009-08-13 04:00:00 UTC,Male,,,,4,Tenure track faculty,Rejection,,0.5,,,
Philosophical Review,2009-08-13 04:00:00 UTC,Male,,,,4,Tenured faculty,Rejection,,6.0,,,
Philosophy and Public Affairs,2009-08-13 04:00:00 UTC,Male,Hispanic/Latina/Latino,1,4,3,Tenured faculty,Revise and resubmit,Rejection,2.0,,,
Philosophy and Phenomenological Research,2009-08-13 04:00:00 UTC,Male,,,,5,Tenure track faculty,Rejection,,1.0,,,
Philosophy East and West,2009-08-13 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,6.0,,,
Phronesis,2009-08-13 04:00:00 UTC,,,1,2,2,Tenure track faculty,Rejection,,8.0,,,
Social Theory and Practice,2009-08-13 04:00:00 UTC,,,,,1,Non-tenure track faculty,Rejection,,0.75,,,
Canadian Journal of Philosophy,2009-08-13 04:00:00 UTC,,,,1,1,Tenure track faculty,Withdraw,,24.0,,,
Continental Philosophy Review,2009-08-13 04:00:00 UTC,Female,,,,1,Tenure track faculty,Rejection,,3.0,,,
European Journal of Philosophy,2009-08-12 04:00:00 UTC,Male,,2,3,2,Tenure track faculty,Revise and resubmit,Rejection,,,,
Faith and Philosophy,2009-08-12 04:00:00 UTC,,,1,1,2,Tenure track faculty,Rejection,,5.0,,,
Journal of Moral Philosophy,2009-08-12 04:00:00 UTC,Male,,2,3,5,Non-tenure track faculty,Acceptance,,1.2,,,
Journal of Moral Philosophy,2009-08-12 04:00:00 UTC,Male,,1,2,4,Non-tenure track faculty,Rejection,,2.5,,,
Journal of Philosophical Research,2009-08-12 04:00:00 UTC,,,2,4,4,Tenure track faculty,Revise and resubmit,Acceptance,4.0,20.0,,
Journal of Philosophical Research,2009-08-12 04:00:00 UTC,Male,,2,5,5,Non-tenure track faculty,Conditional acceptance,Acceptance,3.0,,,
Journal of Value Inquiry,2009-08-12 04:00:00 UTC,,,1,3,4,Tenure track faculty,Conditional acceptance,Acceptance,6.0,9.0,,
Mind,2009-08-12 04:00:00 UTC,,,1,4,3,Other,Revise and resubmit,Rejection,6.0,,,
Nous,2009-08-12 04:00:00 UTC,Male,,,,2,Tenure track faculty,Rejection,,12.0,,,
Philosophers’ Imprint,2009-08-12 04:00:00 UTC,Male,,,,3,Graduate student,Rejection,,1.0,,,
Philosophia: Philosophical Quarterly of Israel,2009-08-12 04:00:00 UTC,Male,,1,4,4,Tenure track faculty,Acceptance,,1.0,,,
Philosophy of Science,2009-08-12 04:00:00 UTC,Male,,1,4,4,Tenure track faculty,Rejection,,1.0,,,
Political Studies,2009-08-12 04:00:00 UTC,Female,,3,3,4,Non-tenure track faculty,Revise and resubmit,Acceptance,3.5,,,
Classical Philology,2009-08-12 04:00:00 UTC,Male,White,1,5,4,Graduate student,Revise and resubmit,Acceptance,6.0,,,
Classical Quarterly,2009-08-12 04:00:00 UTC,Male,White,1,2,3,Graduate student,Rejection,,6.0,,,
Analysis,2009-08-12 04:00:00 UTC,Male,,,,,Tenure track faculty,Rejection,,1.0,,,
Bioethics,2009-08-12 04:00:00 UTC,Male,,2,,3,Non-tenure track faculty,Acceptance,,3.0,6.0,,
Biology and Philosophy,2009-08-12 04:00:00 UTC,Male,,1,4,4,Tenure track faculty,Revise and resubmit,Acceptance,4.0,13.0,,
Ethics,2009-08-12 04:00:00 UTC,,,4,2,3,Non-tenure track faculty,Rejection,,,,,
Ethics,2009-08-12 04:00:00 UTC,,,3,4,5,Tenured faculty,Revise and resubmit,Acceptance,2.0,,,
Ethics,2009-08-12 04:00:00 UTC,Female,White,1,4,4,Tenured faculty,Rejection,,1.0,,,
European Journal of Philosophy,2009-08-12 04:00:00 UTC,,,1,3,5,Tenured faculty,Revise and resubmit,Acceptance,4.0,,,
Analysis,2009-08-11 04:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,0.5,,,
Analysis,2009-08-11 04:00:00 UTC,Male,,,,4,Tenured faculty,Rejection,,0.1,,,
Analysis,2009-08-11 04:00:00 UTC,Male,,,,5,Graduate student,Rejection,,0.25,,,
Analysis,2009-08-11 04:00:00 UTC,,,,,5,Non-tenure track faculty,Rejection,,0.25,,,
Analysis,2009-08-11 04:00:00 UTC,Male,,,,3,Tenure track faculty,Rejection,,0.75,,,
British Journal for the Philosophy of Science,2009-08-11 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,,,,
Ethics,2009-08-11 04:00:00 UTC,Male,,2,5,4,Tenured faculty,Revise and resubmit,Acceptance,3.0,6.0,,
Journal of Ethics & Social Philosophy,2009-08-11 04:00:00 UTC,Male,White,2,3,4,Tenure track faculty,Rejection,,1.9,,,
Journal of Ethics & Social Philosophy,2009-08-11 04:00:00 UTC,Male,White,2,4,5,Tenure track faculty,Acceptance,,2.3,0.5,,
Journal of Philosophy,2009-08-11 04:00:00 UTC,Male,,,,3,Tenured faculty,Withdraw,,19.0,,,
Journal of the History of Philosophy,2009-08-11 04:00:00 UTC,Male,White,3,4,5,Tenure track faculty,Rejection,,4.0,,,
Metaphilosophy,2009-08-11 04:00:00 UTC,Male,White,2,2,2,Tenure track faculty,Rejection,,17.0,,,
Philosophical Quarterly,2009-08-11 04:00:00 UTC,,,,,5,Non-tenure track faculty,Rejection,,0.5,,,
Philosophical Quarterly,2009-08-11 04:00:00 UTC,Male,White,1,4,4,Graduate student,Rejection,,2.5,,,
Philosophical Review,2009-08-11 04:00:00 UTC,Male,White,,,3,Tenure track faculty,Rejection,,8.0,,,
Philosophy and Public Affairs,2009-08-11 04:00:00 UTC,Male,,1,2,3,Tenured faculty,Rejection,,3.5,,,
Philosophical Studies,2009-08-11 04:00:00 UTC,Male,,1,3,4,Graduate student,Rejection,,1.5,,,
Philosophical Studies,2009-08-11 04:00:00 UTC,,,1,4,3,Tenure track faculty,Revise and resubmit,Rejection,2.0,,,
Journal of Ethics,2009-08-11 04:00:00 UTC,Male,White,,,2,Graduate student,Rejection,,3.0,,,
Review of Metaphysics,2009-08-11 04:00:00 UTC,Male,White,,1,4,Non-tenure track faculty,Rejection,,2.0,,,
Synthese,2009-08-11 04:00:00 UTC,Male,Asian,2,4,5,Graduate student,Revise and resubmit,Acceptance,4.0,6.0,,
Synthese,2009-08-11 04:00:00 UTC,Male,,2,3,4,Graduate student,Rejection,,,,,
Canadian Journal of Philosophy,2009-08-11 04:00:00 UTC,Male,White,1,1,3,Graduate student,Rejection,,4.0,,,
Philosophical Review,2009-08-10 04:00:00 UTC,Male,Asian,1,5,5,Graduate student,Revise and resubmit,Acceptance,5.0,1.0,,
Philosophical Review,2009-08-10 04:00:00 UTC,Male,,2,2,,Tenured faculty,Revise and resubmit,,9.5,,,
Philosophy and Public Affairs,2009-08-10 04:00:00 UTC,Male,,,1,2,Tenured faculty,Rejection,,2.0,,,
Philosophy and Public Affairs,2009-08-10 04:00:00 UTC,,,1,3,4,Tenure track faculty,Rejection,,1.0,,,
Philosophy and Public Affairs,2009-08-10 04:00:00 UTC,Male,,2,4,5,Tenure track faculty,Revise and resubmit,Acceptance,3.0,1.5,,
Philosophical Studies,2009-08-10 04:00:00 UTC,Female,,,1,3,Non-tenure track faculty,Rejection,,4.25,,,
Philosophical Studies,2009-08-10 04:00:00 UTC,Male,,,,1,Tenure track faculty,Rejection,,4.0,,,
Acta Analytica,2009-08-10 04:00:00 UTC,Male,,,,5,Tenured faculty,Acceptance,,2.3,2.0,,
Philosophical Studies,2009-08-10 04:00:00 UTC,Male,,1,3,4,Graduate student,Acceptance,,2.0,,,
American Philosophical Quarterly,2009-08-10 04:00:00 UTC,Male,White,1,4,5,Tenure track faculty,Revise and resubmit,Acceptance,0.8,,,
Philosophical Studies,2009-08-10 04:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,2.0,,,
Australasian Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,2,4,4,Tenure track faculty,Revise and resubmit,Acceptance,6.0,9.0,,
Philosophical Studies,2009-08-10 04:00:00 UTC,Male,,1,4,5,Graduate student,Rejection,,2.25,,,
Australasian Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,1,1,1,Tenured faculty,Rejection,,6.0,,,
Philosophical Studies,2009-08-10 04:00:00 UTC,Male,,1,4,4,Graduate student,Rejection,,,,,
Australasian Journal of Philosophy,2009-08-10 04:00:00 UTC,Male,,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,5.0,11.0,,
Philosophical Studies,2009-08-10 04:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,2.0,,,
Analysis,2009-08-10 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,1.0,,,
Philosophy and Social Criticism,2009-08-10 04:00:00 UTC,,,1,2,3,Graduate student,Rejection,,2.0,,,
Analysis,2009-08-10 04:00:00 UTC,Male,,,,5,Tenured faculty,Rejection,,0.5,,,
Philosophy East and West,2009-08-10 04:00:00 UTC,Male,Asian,1,3,4,Tenured faculty,Rejection,,4.0,,,
Analysis,2009-08-10 04:00:00 UTC,,,,,4,Tenure track faculty,Rejection,,0.5,,,
Phronesis,2009-08-10 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,4.0,,,
Analysis,2009-08-10 04:00:00 UTC,Male,,,,5,Non-tenure track faculty,Rejection,,,,,
Phronesis,2009-08-10 04:00:00 UTC,Male,,1,1,2,Tenured faculty,Rejection,,9.0,,,
Analysis,2009-08-10 04:00:00 UTC,Male,,,,5,Graduate student,Rejection,,0.25,,,
Philosophy,2009-08-10 04:00:00 UTC,Male,,,,4,Tenured faculty,Acceptance,,3.0,8.0,,
Analysis,2009-08-10 04:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,1.5,,,
Political Theory,2009-08-10 04:00:00 UTC,Male,,,1,1,Tenured faculty,Rejection,,6.0,,,
British Journal for the History of Philosophy,2009-08-10 04:00:00 UTC,,,1,2,4,Graduate student,Rejection,,1.5,,,
Political Studies,2009-08-10 04:00:00 UTC,Male,,2,2,2,Tenured faculty,Rejection,,4.0,,,
British Journal for the Philosophy of Science,2009-08-10 04:00:00 UTC,Male,,2,1,2,Tenure track faculty,Rejection,,3.0,,,
Religious Studies,2009-08-10 04:00:00 UTC,,,1,3,5,Non-tenure track faculty,Acceptance,,0.2,,,
Erkenntnis,2009-08-10 04:00:00 UTC,Male,,2,4,2,Tenured faculty,Revise and resubmit,Acceptance,11.0,,,
Ratio,2009-08-10 04:00:00 UTC,Male,,1,4,5,Tenured faculty,Acceptance,,2.0,,,
Erkenntnis,2009-08-10 04:00:00 UTC,Male,,2,4,4,Graduate student,Revise and resubmit,Acceptance,4.0,7.0,,
Social Theory and Practice,2009-08-10 04:00:00 UTC,,,2,4,5,Tenure track faculty,Rejection,,3.0,,,
Erkenntnis,2009-08-10 04:00:00 UTC,Male,,2,4,3,Tenure track faculty,Rejection,,12.0,,,
Utilitas,2009-08-10 04:00:00 UTC,Male,,,,4,Tenured faculty,Acceptance,,3.0,10.0,,
Ethical Theory and Moral Practice,2009-08-10 04:00:00 UTC,Male,,1,2,1,Tenured faculty,Rejection,,4.0,,,
Utilitas,2009-08-10 04:00:00 UTC,Male,,1,5,5,Tenure track faculty,Conditional acceptance,Acceptance,5.0,14.0,,
Ethical Theory and Moral Practice,2009-08-10 04:00:00 UTC,Female,,2,3,4,Non-tenure track faculty,Revise and resubmit,Withdraw,2.75,,,
Journal of Ethics,2009-08-10 04:00:00 UTC,Male,,2,2,4,Non-tenure track faculty,Rejection,,2.0,,,
Ethics,2009-08-10 04:00:00 UTC,Female,,2,3,4,Non-tenure track faculty,Rejection,,4.0,,,
Journal of Ethics,2009-08-10 04:00:00 UTC,Female,White,,,,Tenure track faculty,Rejection,,0.3,,,
Ethics,2009-08-10 04:00:00 UTC,Male,,,1,2,Tenured faculty,Rejection,,2.0,,,
Review of Metaphysics,2009-08-10 04:00:00 UTC,,,,1,3,Graduate student,Rejection,,1.5,,,
Ethics,2009-08-10 04:00:00 UTC,,,,,4,Tenure track faculty,Rejection,,0.2,,,
Synthese,2009-08-10 04:00:00 UTC,Male,Hispanic/Latina/Latino,2,5,5,Tenured faculty,Acceptance,,5.0,14.0,,
Ethics,2009-08-10 04:00:00 UTC,Male,,,,2,Non-tenure track faculty,Rejection,,5.0,,,
Synthese,2009-08-10 04:00:00 UTC,Male,White,2,4,5,Tenure track faculty,Rejection,,5.0,,,
Ethics,2009-08-10 04:00:00 UTC,Male,,2,4,4,Non-tenure track faculty,Rejection,,3.0,,,
Southern Journal of Philosophy,2009-08-10 04:00:00 UTC,,,1,4,,Graduate student,Rejection,,3.0,,,
European Journal of Philosophy,2009-08-10 04:00:00 UTC,,,,1,3,Graduate student,Rejection,,2.0,,,
