"id","Journal_name","Create_date","Gender","Demographics","Comment_count","Comment_quality","Editor_experience","Professional_status","Verdict","Second_verdict","Response_time"
8682,"Canadian Journal of Philosophy","2009-08-08 04:00:00 UTC","","",1,"4","5","Tenure track faculty","Conditional acceptance","Acceptance",10.0
8683,"Dialectica","2009-08-08 04:00:00 UTC","","",2,"4","5","Tenure track faculty","Revise and resubmit","Acceptance",8.0
8684,"Ethics","2009-08-05 04:00:00 UTC","Male","",0,"","5","Non-tenure track faculty","Rejection","",0.25
8685,"Nous","2009-07-30 04:00:00 UTC","","",1,"5","5","Tenured faculty","Revise and resubmit","Acceptance",2.5
8686,"Nous","2009-07-29 04:00:00 UTC","","",0,"","4","Tenured faculty","Rejection","",1.5
8687,"Philosophical Studies","2009-07-29 04:00:00 UTC","","",1,"4","4","Tenured faculty","Acceptance","",9.0
8688,"Australasian Journal of Philosophy","2009-07-27 04:00:00 UTC","","",1,"4","4","Tenured faculty","Revise and resubmit","Rejection",2.0
8689,"Nous","2009-07-27 04:00:00 UTC","","",1,"2","5","Tenured faculty","Rejection","",0.3
8690,"Analysis","2009-07-26 04:00:00 UTC","","",0,"","","Tenure track faculty","Rejection","",0.5
8691,"Philosophical Quarterly","2009-07-26 04:00:00 UTC","","",1,"4","5","Non-tenure track faculty","Rejection","",2.0
8692,"Philosophical Quarterly","2009-07-26 04:00:00 UTC","","",0,"","","Tenure track faculty","Rejection","",2.0
8693,"Philosophy and Phenomenological Research","2009-07-26 04:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",1.35
8694,"Philosophy and Phenomenological Research","2009-07-26 04:00:00 UTC","","",0,"","","Tenure track faculty","Rejection","",3.0
8695,"Analysis","2009-07-25 04:00:00 UTC","","",0,"","3","Graduate student","Rejection","",0.75
8696,"Analysis","2009-07-25 04:00:00 UTC","","",1,"3","3","Graduate student","Conditional acceptance","Acceptance",1.0
8697,"Nous","2009-07-25 04:00:00 UTC","","",0,"","","Graduate student","Rejection","",4.0
8698,"Philosophical Studies","2009-07-25 04:00:00 UTC","","",1,"5","4","Graduate student","Rejection","",4.0
8699,"Philosophical Studies","2009-07-25 04:00:00 UTC","","",1,"3","3","Graduate student","Acceptance","",11.5
8700,"Philosophy and Phenomenological Research","2009-07-25 04:00:00 UTC","","",1,"5","5","Non-tenure track faculty","Revise and resubmit","Acceptance",1.5
8701,"Analysis","2009-07-24 04:00:00 UTC","","",0,"","","Graduate student","Rejection","",0.5
8702,"Mind","2009-07-21 04:00:00 UTC","","",1,"4","4","Other","Rejection","",6.0
8703,"Mind","2009-07-21 04:00:00 UTC","","",1,"2","2","Other","Rejection","",6.0
8704,"Mind","2009-07-20 04:00:00 UTC","","",0,"","1","Other","Withdraw","",9.0
8705,"Mind","2009-07-12 04:00:00 UTC","","",2,"3","3","Other","Rejection","",2.0
8706,"Mind","2009-07-09 04:00:00 UTC","","",1,"2","4","Other","Rejection","",3.0
8707,"Mind","2009-07-06 04:00:00 UTC","","",1,"5","4","Other","Revise and resubmit","Rejection",12.0
8708,"Mind","2009-07-05 04:00:00 UTC","","",0,"","4","Other","Rejection","",0.3
8709,"Mind","2009-07-05 04:00:00 UTC","","",3,"4","2","Other","Revise and resubmit","",12.0
8710,"Mind","2009-07-04 04:00:00 UTC","","",1,"3","2","Other","Rejection","",5.0
8711,"Mind","2009-07-03 04:00:00 UTC","","",1,"5","4","Other","Rejection","",6.0
8712,"Mind","2009-07-02 04:00:00 UTC","","",2,"4","4","Other","Rejection","",3.0
8713,"Mind","2009-07-02 04:00:00 UTC","","",0,"","","Other","Rejection","",6.0
8714,"Mind","2009-07-02 04:00:00 UTC","","",1,"1","1","Other","Rejection","",16.0
8715,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Acceptance",2.0
8716,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",0.25
8717,"Nous","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",15.0
8718,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",4.0
8719,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",3.0
8720,"Synthese","2009-01-01 05:00:00 UTC","Male","White",3,"3","","Other","Rejection","",3.0
8721,"Analysis","2009-01-01 05:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",0.25
8722,"Metaphilosophy","2009-01-01 05:00:00 UTC","","",0,"","3","Tenured faculty","Acceptance","",20.0
8723,"Ethics","2009-01-01 05:00:00 UTC","","",0,"","","Non-tenure track faculty","Rejection","",1.5
8724,"Journal of Philosophical Research","2009-01-01 05:00:00 UTC","Female","White",2,"5","3","Tenure track faculty","Revise and resubmit","Acceptance",3.0
8725,"Ethics","2009-01-01 05:00:00 UTC","Male","White",1,"3","","Graduate student","Rejection","",1.67
8726,"Mind","2009-01-01 05:00:00 UTC","","",0,"","","Non-tenure track faculty","Rejection","",0.75
8727,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",3,"4","","Other","Rejection","",7.0
8728,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Acceptance","",0.5
8729,"Nous","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",2.0
8730,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"2","","Other","Rejection","",3.0
8731,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Acceptance",4.0
8732,"Inquiry","2009-01-01 05:00:00 UTC","Male","White",0,"","5","Tenure track faculty","Acceptance","",0.25
8733,"Thought","2009-01-01 05:00:00 UTC","Male","White",1,"3","4","Graduate student","Rejection","",0.9
8735,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","Male","Asian",0,"","","Tenure track faculty","Rejection","",1.0
8736,"Southwest Philosophy Review","2009-01-01 05:00:00 UTC","Female","White",0,"","5","Tenure track faculty","Acceptance","",2.0
8737,"Mind","2009-01-01 05:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",0.5
8738,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Non-tenure track faculty","Rejection","",2.5
8739,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Rejection","",2.0
8740,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.75
8741,"Nous","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",2.0
8742,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Rejection","",2.75
8743,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Revise and resubmit","",4.0
8744,"Synthese","2009-01-01 05:00:00 UTC","Male","White",2,"4","3","Other","Revise and resubmit","",5.0
8745,"Journal of Social Philosophy","2009-01-01 05:00:00 UTC","Female","White",2,"2","3","Non-tenure track faculty","Rejection","",9.5
8746,"Philosophers' Imprint","2009-01-01 05:00:00 UTC","","",2,"4","5","Graduate student","Rejection","",3.25
8747,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","Male","White",1,"4","5","Graduate student","Rejection","",1.5
8748,"Pacific Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",0,"","5","Graduate student","Rejection","",0.3
8749,"Oxford Studies in Ancient Philosophy","2009-01-01 05:00:00 UTC","","",0,"","1","Non-tenure track faculty","Rejection","",6.5
8750,"Mind and Language","2009-01-01 05:00:00 UTC","","",2,"2","","Non-tenure track faculty","Rejection","",3.0
8751,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Rejection","",4.0
8752,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",0.5
8755,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",4.0
8757,"Ethical Theory and Moral Practice","2009-01-01 05:00:00 UTC","Female","White",1,"3","4","Non-tenure track faculty","Rejection","",0.5
8758,"Erkenntnis","2009-01-01 05:00:00 UTC","","",2,"2","2","Other","Rejection","",4.2
8759,"Analysis","2009-01-01 05:00:00 UTC","","",1,"0","0","Graduate student","Rejection","",4.75
8761,"Synthese","2009-01-01 05:00:00 UTC","Female","White",2,"1","3","Tenure track faculty","Rejection","",3.1
8762,"Philosophers' Imprint","2009-01-01 05:00:00 UTC","","",0,"","","Non-tenure track faculty","Rejection","",1.0
8763,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","Acceptance",14.0
8764,"Analysis","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",0.5
8765,"Nous","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",2.0
8766,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",1,"","","Other","Rejection","",1.2
8767,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",6.0
8769,"Acta Analytica","2009-01-01 05:00:00 UTC","Male","White",1,"3","3","Non-tenure track faculty","Rejection","",5.0
8770,"Philosophia Mathematica","2009-01-01 05:00:00 UTC","","",1,"4","4","Other","Rejection","",1.3
8772,"Philosophy and Public Affairs","2009-01-01 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",2.0
8773,"Philosophy of Science","2009-01-01 05:00:00 UTC","Female","White",2,"4","5","Tenure track faculty","Rejection","",3.0
8774,"Bioethics","2009-01-01 05:00:00 UTC","","White",0,"","5","Graduate student","Acceptance","",0.75
8775,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Acceptance",13.0
8776,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",2.0
8778,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",2,"2","","Other","Rejection","",3.0
8779,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",8.0
8780,"Philosophy and Public Affairs","2009-01-01 05:00:00 UTC","Male","White",0,"","3","Other","Rejection","",2.0
8782,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Graduate student","Rejection","",3.0
8783,"Journal of Ethics","2009-01-01 05:00:00 UTC","Male","Mexican",0,"","","Tenure track faculty","Rejection","",0.5
8784,"Philosophical Papers","2009-01-01 05:00:00 UTC","Male","White",2,"3","4","Non-tenure track faculty","Rejection","",3.0
8785,"European Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","White",0,"","4","Non-tenure track faculty","Rejection","",2.0
8786,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",0,"","","Non-tenure track faculty","Rejection","",0.25
8787,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Acceptance",8.0
8788,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",3.0
8789,"Nous","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",1.0
8790,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",1,"3","","Other","Rejection","",1.75
8791,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",8.0
8792,"Ethics","2009-01-01 05:00:00 UTC","Male","White",0,"","4","Other","Rejection","",1.25
8793,"Ethics","2009-01-01 05:00:00 UTC","","",0,"","2","Tenure track faculty","Rejection","",2.0
8794,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","Male","Mexican",0,"","","Tenure track faculty","Rejection","",0.63
8795,"Philosophical Studies","2009-01-01 05:00:00 UTC","Male","White",0,"","3","Non-tenure track faculty","Rejection","",0.5
8796,"Philosophical Studies","2009-01-01 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",0.67
8797,"Philosophia Mathematica","2009-01-01 05:00:00 UTC","Male","White",1,"3","4","Graduate student","Rejection","",2.5
8798,"Erkenntnis","2009-01-01 05:00:00 UTC","","",2,"5","","Graduate student","Rejection","",4.44
8799,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"3","","Other","Revise and resubmit","Acceptance",7.0
8800,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Rejection","",7.0
8801,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.75
8802,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",2.0
8803,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",6.0
8804,"Analysis","2009-01-01 05:00:00 UTC","","",2,"5","5","Tenured faculty","Revise and resubmit","Acceptance",6.0
8805,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","Male","White",0,"","5","Other","Rejection","",5.0
8806,"Journal of the History of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","5","Non-tenure track faculty","Rejection","",0.26
8807,"Acta Analytica","2009-01-01 05:00:00 UTC","Male","",1,"1","4","Graduate student","Rejection","",2.0
8808,"European Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","",1,"3","","Graduate student","Rejection","",2.75
8809,"Archiv für Geschichte der Philosophie","2009-01-01 05:00:00 UTC","","",1,"1","1","Other","Rejection","",5.13
8810,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Acceptance",5.0
8811,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Acceptance","",5.0
8812,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",0.5
8813,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",2.0
8814,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","Rejection",0.5
8815,"Hypatia","2009-01-01 05:00:00 UTC","Female","White",2,"5","5","Tenure track faculty","Conditional acceptance","Acceptance",3.0
8816,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","Male","White",2,"1","3","Graduate student","Rejection","",1.8
8817,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",0,"","","Non-tenure track faculty","Rejection","",2.0
8819,"Philosophy and Public Affairs","2009-01-01 05:00:00 UTC","Male","White",0,"","3","Graduate student","Rejection","",2.0
8820,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","White",2,"4","4","Tenure track faculty","Rejection","",0.3
8821,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Rejection",9.0
8822,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",25.0
8823,"Nous","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",5.0
8824,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","Rejection",3.0
8825,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",0.5
8827,"Journal of Applied Philosophy","2009-01-01 05:00:00 UTC","Male","",0,"","1","Tenure track faculty","Rejection","",0.1
8828,"Disputatio","2009-01-01 05:00:00 UTC","","",1,"3","4","Non-tenure track faculty","Acceptance","",2.5
8829,"Archiv für Geschichte der Philosophie","2009-01-01 05:00:00 UTC","Female","",1,"4","5","Non-tenure track faculty","Rejection","",5.0
8830,"British Journal for the Philosophy of Science","2009-01-01 05:00:00 UTC","Female","",2,"2","4","Tenure track faculty","Rejection","",36.0
8831,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",1,"1","4","Non-tenure track faculty","Rejection","",1.0
8832,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Acceptance",5.0
8833,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",13.0
8834,"Nous","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",2.5
8835,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Conditional acceptance","Acceptance",3.66
8836,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",0.5
8837,"Analysis","2009-01-01 05:00:00 UTC","Female","non-native English speaker",2,"1","2","Non-tenure track faculty","Rejection","",5.0
8838,"Canadian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"5","5","Non-tenure track faculty","Revise and resubmit","Acceptance",4.0
8839,"Dialectica","2009-01-01 05:00:00 UTC","","",0,"0","1","Non-tenure track faculty","Rejection","",3.0
8840,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","Female","Asian",0,"","3","Graduate student","Rejection","",1.0
8841,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",0,"0","","Tenure track faculty","Rejection","",1.0
8842,"Ergo","2009-01-01 05:00:00 UTC","","",0,"","4","Non-tenure track faculty","Rejection","",0.25
8843,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Rejection","Acceptance",10.0
8844,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",14.0
8845,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",2.0
8846,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",2.0
8847,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",1.0
8849,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"4","5","Non-tenure track faculty","Rejection","",3.0
8850,"Ratio","2009-01-01 05:00:00 UTC","","",0,"","2","Non-tenure track faculty","Rejection","",0.3
8851,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","Male","White",0,"","2","Graduate student","Rejection","",0.5
8852,"Philosophers' Imprint","2009-01-01 05:00:00 UTC","Female","",1,"2","3","Tenure track faculty","Rejection","",1.05
8853,"Philosophers' Imprint","2009-01-01 05:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",1.0
8854,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",3,"3","","Other","Revise and resubmit","Rejection",2.0
8855,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",11.0
8856,"Nous","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",3.0
8857,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Acceptance","Acceptance",15.0
8858,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",1.0
8859,"Ethical Theory and Moral Practice","2009-01-01 05:00:00 UTC","Male","White",2,"4","5","Tenured faculty","Revise and resubmit","Acceptance",4.0
8860,"European Journal of Philosophy","2009-01-01 05:00:00 UTC","Male","White",1,"2","3","Non-tenure track faculty","Revise and resubmit","Rejection",8.0
8861,"Mind","2009-01-01 05:00:00 UTC","","",2,"3","","Graduate student","Rejection","",3.0
8862,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Graduate student","Rejection","",2.25
8863,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",0,"","","Non-tenure track faculty","Rejection","",1.0
8864,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","","",0,"","1","Graduate student","Rejection","",0.04
8865,"Analysis","2009-01-01 05:00:00 UTC","Male","White",1,"1","3","Non-tenure track faculty","Rejection","",0.25
8866,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","",9.0
8867,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",9.0
8868,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","Rejection",5.0
8869,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","Rejection",9.0
8870,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Rejection","",1.0
8872,"Disputatio","2009-01-01 05:00:00 UTC","Male","Asian",2,"5","5","Tenured faculty","Conditional acceptance","",4.0
8873,"European Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"3","","Graduate student","Rejection","",2.5
8875,"Synthese","2009-01-01 05:00:00 UTC","","",3,"3","5","Non-tenure track faculty","Revise and resubmit","Acceptance",4.0
8876,"Journal of Moral Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Graduate student","Rejection","",0.9
8877,"Oxford Studies in Ancient Philosophy","2009-01-01 05:00:00 UTC","Male","",2,"1","2","Tenure track faculty","Rejection","",9.0
8878,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Revise and resubmit","Acceptance",1.0
8879,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","",16.0
8880,"Nous","2009-01-01 05:00:00 UTC","","",1,"1","","Other","Rejection","Rejection",0.75
8881,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",6.0
8882,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",2.0
8883,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"1","1","Non-tenure track faculty","Rejection","",3.0
8884,"Ethical Theory and Moral Practice","2009-01-01 05:00:00 UTC","Male","",2,"5","5","Graduate student","Revise and resubmit","",4.0
8885,"Analysis","2009-01-01 05:00:00 UTC","Male","White",1,"5","4","Graduate student","Rejection","",2.2
8886,"Synthese","2009-01-01 05:00:00 UTC","Male","Indian",2,"5","5","Tenured faculty","Rejection","",0.75
8887,"Philosophical Quarterly","2009-01-01 05:00:00 UTC","Male","Asian",0,"","","Tenure track faculty","Rejection","",1.0
8889,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Rejection",9.0
8890,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"","","Other","Acceptance","",7.0
8891,"Nous","2009-01-01 05:00:00 UTC","","",1,"1","","Other","Rejection","Rejection",2.0
8892,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",3.0
8893,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",1.0
8895,"Journal of Medicine and Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","2","Graduate student","Revise and resubmit","Acceptance",2.0
8896,"International Journal for Philosophy of Religion","2009-01-01 05:00:00 UTC","Male","White",1,"1","3","Graduate student","Rejection","",0.8
8898,"Philosophical Studies","2009-01-01 05:00:00 UTC","Male","White",1,"2","","Non-tenure track faculty","Rejection","",0.8
8899,"Ergo","2009-01-01 05:00:00 UTC","Male","White",2,"5","5","Graduate student","Rejection","",1.0
8900,"Pacific Philosophical Quarterly","2009-01-01 05:00:00 UTC","","",0,"","5","Non-tenure track faculty","Rejection","",0.5
8901,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",2,"4","","Other","Rejection","Acceptance",6.0
8902,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"","","Other","Rejection","",18.0
8903,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","Rejection",2.0
8904,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","Rejection",4.0
8905,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",3.0
8906,"Legal Theory","2009-01-01 05:00:00 UTC","Male","White",2,"3","4","Graduate student","Rejection","",7.5
8907,"Journal of Medical Ethics","2009-01-01 05:00:00 UTC","","",2,"4","5","Graduate student","Revise and resubmit","",2.0
8908,"British Journal for the Philosophy of Science","2009-01-01 05:00:00 UTC","Male","White",1,"1","3","Graduate student","Rejection","",0.5
8909,"Nous","2009-01-01 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",2.0
8910,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","5","Graduate student","Rejection","",3.5
8911,"History of Philosophy Quarterly","2009-01-01 05:00:00 UTC","","",1,"3","4","Tenure track faculty","Rejection","",3.0
8912,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",3,"4","","Other","Rejection","Acceptance",3.0
8913,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Rejection","",16.0
8914,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",2.0
8915,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",4.0
8916,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","",1.0
8917,"Journal of the History of Philosophy","2009-01-01 05:00:00 UTC","Male","White",2,"2","5","Tenure track faculty","Rejection","",2.0
8918,"Journal of Medical Ethics","2009-01-01 05:00:00 UTC","","",2,"3","5","Graduate student","Revise and resubmit","Acceptance",2.0
8919,"Ancient Philosophy","2009-01-01 05:00:00 UTC","Male","White",1,"4","5","Graduate student","Conditional acceptance","Acceptance",4.0
8920,"Journal of Ethics & Social Philosophy","2009-01-01 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",0.25
8921,"Acta Analytica","2009-01-01 05:00:00 UTC","","",1,"4","5","Graduate student","Rejection","",4.0
8922,"Ratio","2009-01-01 05:00:00 UTC","","",0,"","3","Non-tenure track faculty","Rejection","",0.25
8923,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"3","","Other","Rejection","",12.0
8924,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",15.0
8925,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",2.5
8926,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","Acceptance",13.0
8927,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Acceptance","Acceptance",10.0
8928,"Acta Analytica","2009-01-01 05:00:00 UTC","","",1,"1","1","Non-tenure track faculty","Rejection","",7.0
8930,"Social Theory and Practice","2009-01-01 05:00:00 UTC","Female","",2,"4","5","Non-tenure track faculty","Revise and resubmit","Acceptance",3.0
8931,"Journal of Ethics","2009-01-01 05:00:00 UTC","Male","White",1,"3","","Graduate student","Rejection","",3.33
8932,"Philosophia","2009-01-01 05:00:00 UTC","","",2,"4","4","Graduate student","Rejection","",2.0
8933,"Philosophical Forum","2009-01-01 05:00:00 UTC","","",1,"3","5","Non-tenure track faculty","Rejection","",2.85
8934,"Australasian Journal of Philosophy","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","",0.75
8935,"Journal of Philosophy","2009-01-01 05:00:00 UTC","","",3,"4","","Other","Acceptance","",18.0
8936,"Nous","2009-01-01 05:00:00 UTC","","",0,"","","Other","Rejection","",1.5
8937,"Philosophical Studies","2009-01-01 05:00:00 UTC","","",1,"2","","Other","Revise and resubmit","Acceptance",8.0
8938,"Philosophy and Phenomenological Research","2009-01-01 05:00:00 UTC","","",1,"4","","Other","Revise and resubmit","Acceptance",1.0
8939,"Nous","2009-01-01 05:00:00 UTC","Female","White",0,"","","Graduate student","Rejection","",3.0
8940,"International Journal for Philosophy of Religion","2009-01-01 05:00:00 UTC","Male","",1,"1","","Other","Rejection","",1.6
8941,"Erkenntnis","2009-01-01 05:00:00 UTC","Male","",3,"5","4","Non-tenure track faculty","Revise and resubmit","",8.44
